timestamp,website_result,website_http,website_time,ai_result,ai_http,ai_time
2026-07-07T16:30:12Z,up,200,0.100966,up,200,0.163728
2026-07-07T17:00:17Z,up,200,0.130564,up,200,0.126887
2026-07-07T17:30:18Z,up,200,0.128194,up,200,0.257834
2026-07-07T18:00:18Z,up,200,0.205825,up,200,0.174025
2026-07-07T18:30:14Z,up,200,0.109098,up,200,0.099433
2026-07-07T18:57:53Z,up,200,0.074659,up,200,0.072425
2026-07-07T19:00:13Z,up,200,0.097882,up,200,0.131758
2026-07-07T19:30:13Z,up,200,0.096524,up,200,0.086608
2026-07-07T20:00:15Z,up,200,0.134655,up,200,0.125496
2026-07-07T20:30:16Z,up,200,0.080756,up,200,0.074870
2026-07-07T20:49:48Z,up,200,0.077483,up,200,0.071068
2026-07-07T21:00:15Z,up,200,0.275039,up,200,0.276678
2026-07-07T21:30:15Z,up,200,0.072594,up,200,0.072681
2026-07-07T22:00:15Z,up,200,0.211090,up,200,0.133711
2026-07-07T22:07:45Z,up,200,0.100294,up,200,0.138661
2026-07-07T22:30:15Z,up,200,0.081423,up,200,0.079401
2026-07-07T23:00:12Z,up,200,0.088523,up,200,0.099767
2026-07-07T23:30:12Z,up,200,0.144446,up,200,0.099274
2026-07-07T23:53:28Z,up,200,0.138187,up,200,0.115987
2026-07-08T00:00:13Z,up,200,0.086943,up,200,0.174040
2026-07-08T00:30:12Z,up,200,0.121099,up,200,0.074876
2026-07-08T01:00:13Z,up,200,0.084361,up,200,0.133540
2026-07-08T01:30:12Z,up,200,0.082448,up,200,0.129188
2026-07-08T02:00:15Z,up,200,0.071156,up,200,0.080761
2026-07-08T02:07:17Z,up,200,0.150050,up,200,0.183274
2026-07-08T02:30:11Z,up,200,0.090502,up,200,0.097487
2026-07-08T03:00:14Z,up,200,0.078198,up,200,0.082727
2026-07-08T03:30:12Z,up,200,0.090488,up,200,0.091044
2026-07-08T04:00:12Z,up,200,0.113021,up,200,0.083554
2026-07-08T04:30:12Z,up,200,0.076309,up,200,0.081173
2026-07-08T05:00:12Z,up,200,0.111430,up,200,0.104752
2026-07-08T05:30:12Z,up,200,0.069413,up,200,0.118655
